Employee_ID,First_Name,Last_Name,Gender,Date_of_Birth,Email_Address,Phone_Number,State_of_Origin,Department,Job_Title,Employment_Type,Employment_Status,Date_of_Hire,Date_of_Exit,Monthly_Gross_Salary_NGN,Bank_Name,Bank_Account_Number,Education_Level,Years_of_Experience,Annual_Leave_Balance_Days,Performance_Rating_2024,Manager_Employee_ID,Office_Location,National_ID_Number,Tax_Identification_Number
EMP-00264,Kayode,Nwofor ,male,2/10/1998,kayode@gtech-solutions.ng,742806478,Cross River,Human_Resources,HR Manager,Full-Time,Active,29.08.2018,,190000 NGN,Zenith Bank,4020369682,HND,12,7,#N/A,EMP-00798,Ikeja,65725659202,65807870-2527
EMP-01331,Amaka,OKWU,Female,1-Jul-92,aokwu@gtechsolutions.com.ng,822997774,Enugu,Supply Chain,Unknown,part-time,Active,29/01/2021,,NGN 162000,Polaris Bank,"7,551,458,226",Unknown,1,NIL,Outstanding,EMP-00392,Lagos Island,NIL,87054540-4981
EMP-00865, Kunle,Lawal,Mr,11.12.1986,kunle.lawal@gtechsol.ng,+234 086 387 3429,N/A,Marketing Dept,Brand Manager,Contractor,Active,5/13/2021,,330000 NGN,Keystone Bank,3876961999,#N/A,4,20,n/a,EMP-01390,Abuja Office,77599025498,19991167-1426
EMP-00248,DUPE,AFOLABI,Ms,23-Sep-88,dupe@gtechsol.ng,778516010,Abuja,SALES,Business Development Officer,FULL-TIME,Suspended,1/18/2021,,216000,Ecobank,"3,058,024,565",Ph.D,11,12,B,EMP-00712,Port Harcourt Branch,78656194255,70501156-9834
EMP-00324,kelechi,Adegoke,m,11/12/1975,kelechi_adegoke@gtechsolutions.com.ng,+234 072 691 5170,Osun,Operations,Operations Manager,CONTR,Active,11/21/2019,,NGN 197000,Access Bank,"1,777,099,376",B.Eng,16,2,,EMP-00696,Ikeja,93186928972,47058987-6434
EMP-01026,ROTIMI,afolabi,male,4/11/1982,rotimi.afolabi@gtechsolutions.ng,2.34E+12,Kaduna,finance,Accountant,PART-TIME,Active,17-Mar-25,,"??468,000",Polaris Bank,4500684941,HND,20,5,Average,#N/A,VI Office,40850749113,82283744-3203
EMP-00774, Kunle,Adeola,m,12/4/1990,kunle@gtechsolutions.ng,2.34E+12,Kaduna,HUMAN RESOURCES,Learning & Development Officer,FT,Suspended,11/23/2023,,"??228,000",Keystone Bank,"1,194,386,555",OND,25,12,3,EMP-00663,Lagos - Head Office,47311688592,41057204-8756
EMP-00503,Chiamaka, Suleiman,Female,14-Apr-80,chiamaka.suleiman@gtechsolutions.com.ng,0085-489-9754,Ogun,Legal,Company Secretary,Full-Time,Active,6/25/2020,,678.0K,Polaris Bank,185095334,SSCE,N/A,14,4,EMP-00669,Lagos HQ,15558709404,96923464-5901
EMP-00244,Ayo,Usman ,M,21.01.1975,ayo.usman@gtechsolutions.ng,831183106,Ondo,executive,Chief Executive Officer,contract,Active,8/27/2023,,2340000,FCMB,9850050482,OND,7,15,Outstanding,,lag hq,75256806562,14635073-5635
EMP-00111,Obiageli,Obi ,f,11/26/1997,oobi@gtechsol.ng,+234 075 369 7606,Enugu,Technology Dept,Data Analyst,FULL-TIME,Active,8/31/2019,,"N716,000",First Bank,7374775639,Ph.D,5,20,Needs Improvement,EMP-00052,Ikeja,75208854749,85864089-8243
EMP-01157,Nnamdi,Afolabi,Mr,18/09/1985,nnamdi157@gtechsolutions.com.ng,767327358,Ondo,Human_Resources,HR Manager,Part-Time,Active,5-Mar-24,,345.0K,Polaris Bank,244996126,B.Sc,15,14,Good,EMP-00068,Ikeja,53868281597,11256772-8650
EMP-01437,Sola,Haruna,MALE,10/16/1978,sola@g-tech.com.ng,2.34E+12,Imo,Supply Chain Dept,Logistics Coordinator,contract,Active,09.02.2021,,328.0K,Fidelity Bank,6794797753,MBA,20,2,Good,EMP-00754,LAGOS HQ,NULL,68445607-7840
EMP-01251,Yinka,EZE,FEMALE,10/10/1979,eze.yinka@g-tech.com.ng,2.34E+11,Ogun,human resources,HR Officer,Part Time,Active,5-Aug-23,,207000,FCMB,6491373712,OND,16,2,Meets Expectations,EMP-00512,lagos hq,39960144715,87555897-8510
EMP-01323,Wale ,TAIWO,MALE,4/28/1977,taiwo.wale@g-tech.com.ng,2.34E+12,Cross River,Executive,Chief Financial Officer,Full-Time,Active,6-Jun-20,,2139.0K,Ecobank,5858096947,MBA,7,10,N/A,,Lagos HQ,67206474055,40023267-8794
EMP-01474, Nnamdi,Adegoke,m,22-Aug-92,nnamdi@g-tech.com.ng,2.34E+12,Nasarawa,OPERATIONS,Operations Coordinator,contract,Active,17-Sep-18,,"??221,000",UBA,1515660746,B.A,11,21,D,EMP-00510,Lekki,17891771020,81722748-8112
EMP-01301,Ronke,Eze ,Female,1/26/1993,ronke_eze@gtechsol.ng,2.34E+12,Anambra,Technology Dept,Product Manager,Contractor,Unknown,10-Apr-22,,"??835,000",Sterling Bank,6372150742,M.Sc,5 yrs,10,Excellent,EMP-01191,Lagos Island,76856449255,40981040-5044
EMP-00097,akin,Ogundimu,M,1/20/1978,akin.ogundimu@g-tech.com.ng,2.34E+13,Ondo,Sales Dept,Business Development Officer,FT,Active,2/28/2020,,NGN 392000,Ecobank,"4,831,693,156",MBA,1,0,Good,EMP-00803,GRA PH,Unknown,23054418-8464
EMP-00102,Toyin, Balogun,FEMALE,13-Dec-96,tbalogun@gtech-solutions.ng,2.34E+12,Anambra,LEGAL,Company Secretary,FULL-TIME,Active,4-Aug-18,,"??404,000",Stanbic IBTC,2482088956,Ph.D,14,10,3,EMP-00523,Lekki,N/A,80499776-2702
EMP-00895,Biodun,OBIORA,MALE,14-Jul-98,biodun_obiora@gtechsolutions.com.ng,2.34E+12,Cross River,Sales Dept,Not Available,Part Time,On Leave,13/07/2022,,"#352,000",FCMB,681189492,SSCE,24,14,3,EMP-00220,Lagos Island,40439684835,N/A
EMP-01186,Amaka,Taiwo,F,11/20/1982,taiwo.amaka@g-tech.com.ng,2.34E+11,Edo,CUSTOMER SERVICE,Customer Experience Officer,PART-TIME,Active,13/07/2023,,"#97,000",First Bank,1098752897,M.Sc,6,2,N/A,,Lagos Island,49229468976,64716474-7735
EMP-00555,Okechukwu,OKAFOR,Male,6/27/1998,okechukwu_okafor@gtechsol.ng,2.34E+12,Oyo,customer service,Customer Experience Officer,PART-TIME,Active,5/15/2023,,112000 NGN,Ecobank,5932707784,B.A,6,20,Outstanding,EMP-00449,Port Harcourt Branch,93103370089,97909930-4401
EMP-00342,SADE,suleiman,Ms,9/2/1989,sade@gtech-solutions.ng,2.34E+12,Plateau,Operations,Operations Manager,Contract,Terminated,9/11/2018,1/21/2020,176000,First Bank,3693808016,B.A,20,2,3,EMP-00365,lagos hq,17122276433,#N/A
EMP-01385,Sola,Ibrahim,Male,4/17/1988,sola.ibrahim@g-tech.com.ng,2.34E+13,Lagos,Finance,Treasury Officer,Part-Time,Active,7-Mar-18,,214.0K,Access Bank,1770880912,B.A,3,0,Average,EMP-01403,lagos hq,98911281471,84056666-5855
EMP-01443,Em3k@,Okwu,m,7-Feb-87,emeka.okwu@gtech-solutions.ng,2.34E+12,Rivers,Sales,n/a,part-time,Terminated,13-Nov-20,17-Aug-22,"#447,000",Access Bank,4179824208,B.Sc,6,10,Excellent,EMP-00087,Ikeja,41975028873,18790124-8281
EMP-00306,CHIDI,Aliyu,male,9-Jan-82,chidi306@g-tech.com.ng,+234 085 783 8938,Bayelsa,HUMAN RESOURCES,Recruitment Specialist,Contractor,Active,27-Jul-22,,239000 NGN,Ecobank,"4,499,811,548",OND,11,7,TBD,EMP-00824,Ikeja,71824989808,10382729-7565
EMP-00756, Nkiruka,babatunde,Ms,14-May-93,nkiruka756@gtechsolutions.com.ng,2.34E+12,Cross River,HUMAN RESOURCES,Learning & Development Officer,FT,Active,2/28/2023,,NGN 370000,Access Bank,5546669224,B.Sc,Unknown,20,Exceeds Expectations,EMP-01154,Wuse II,37596868627,77407019-4070
EMP-01138, Lanre,Adegoke,MALE,10/6/1979,lanre_adegoke@gtech-solutions.ng,0080-156-8456,Imo,customer service,CS Team Lead,CONTRACT,On Leave,4-Feb-25,,NGN 109000,Stanbic IBTC,6727019251,Not Available,20,2,Needs Improvement,EMP-00779,Wuse II,28702456453,16725402-8707
EMP-01271,Yemi,HARUNA,MALE,8-Feb-92,yharuna@gtechsolutions.ng,2.34E+12,Osun,marketing,Marketing Executive,Contractor,Active,1/25/2022,,"#134,000",Keystone Bank,220027977,OND,22,7,A,EMP-00983,Lagos Island,84792705994,n/a
EMP-01364,Wale,NWOFOR,male,6/8/1999,nwofor_wale@gtech-solutions_ng,+234 075 286 1505 ,Nasarawa,EXECUTIVE,Chief Executive Officer,Part Time,Inactive,18/03/2019,,"??3,076,000",Keystone Bank,1056035422,M.Sc,19,5,5,,GRA PH,72633293300,37347436-3788
EMP-00808, Ronke,HARUNA,FEMALE,4/15/1991,ronke.haruna@gtechsol.ng,2.34E+12,Cross River,marketing,Marketing Analyst,Contractor,Active,21.01.2019,,"N342,000",Sterling Bank,"7,756,952,682",MBA,7,12,Good,EMP-00371,VI Office,11627435149,65251338-4295
EMP-00585, Niyi,okafor,m,7/2/1996,niyi585@g-tech.com.ng,2.34E+12,Plateau,MARKETING,Digital Marketing Officer,Contract,Active,8/6/2020,,"N414,000",Keystone Bank,1681506405,B.A,TBD,10,5,EMP-00487,GRA PH,79020388782,18426714-9721
EMP-00375,IFEOMA,Okwu,Female,1-Feb-89,ifeoma.okwu@gtechsol.ng,2.34E+12,Oyo,Customer Service Dept,Customer Service Rep,Contractor,Terminated,23-Feb-22,8/6/2024,"N198,000",UBA,8674109654,B.Eng,10,NULL,D,EMP-00150,Wuse II,72602925468,29797191-8387
EMP-00379,Oluwatobi ,nwofor,male,27-Feb-93,nwofor.oluwatobi@gtechsol.ng,759275467,Delta,Technology,Software Developer,Contract,Active,12-Oct-24,,"#723,000",Fidelity Bank,"2,396,079,090",OND,6,10,5,EMP-00543,LAGOS HQ,7088640675,
EMP-00273, Chinedu,adesanya,Male,5/26/2000,chinedu@g-tech.com.ng,2.34E+13,Lagos,Sales Dept,Sales Manager,Contract,On Leave,8-Aug-24,,"N227,000",Stanbic IBTC,"2,757,235,114",Ph.D,8,Not Available,A,EMP-01140,Lagos HQ,90432230233,Unknown
EMP-00108, Titi,Obiora,f,3/19/1994,titi.obiora@gtechsol.ng,2.34E+12,Abuja,Marketing,Brand Manager,Full Time,Terminated,4/1/2019,21-Jun-24,344000 NGN,TBD,3442401169,Ph.D,8,21,Excellent,Unknown,lagos hq,6867177318,64575354-4571
EMP-00637, Muyiwa,okwu,Male,19-Aug-88,mokwu@gtech-solutions.ng,2.34E+12,Delta,operations,Process Analyst,PART-TIME,Active,28/08/2019,,NGN 131000,FCMB,7231431541,M.Sc,4,15,Needs Improvement,EMP-00278,Lagos HQ,15386426730,Not Available
EMP-00289,Kelechi,Fashola,MALE,25.09.1981,kelechi.fashola@gtechsol.ng,2.34E+12,Osun,Marketing,Content Strategist,full-time,Inactive,02.01.2022,,250000,Keystone Bank,4920956041,B.A,20,14,Outstanding,EMP-00266,GRA PH,8580623504,99062872-6904
EMP-01349,Niyi,ADEYEMI,MALE,7/14/1994,niyi349@g-tech.com.ng,2.34E+11,Ekiti,Finance,Internal Auditor,FT,Active,8/6/2023,,530000,GTBank,7690026562,M.Sc,6,NULL,D,EMP-00688,LAGOS HQ,#N/A,17430524-1084
EMP-01297,LANRE,Nwachukwu,MALE,12/18/1991,lanre@gtechsolutions.ng,2.34E+13,Lagos,Supply Chain Dept,Supply Chain Analyst,Contractor,Active,10/28/2021,,371000,,"6,216,644,886",MBA,7,15,N/A,EMP-00826,Port Harcourt Branch,40848742615,NULL
EMP-01172, Ebele,Usman,Female,5-Apr-93,eusman@gtech-solutions.ng,0088-448-2787,Ogun,Executive,Chief Technology Officer,full-time,Inactive,12/7/2024,,2050000,Sterling Bank,1347422646,HND,TBD,12,5,,Lekki,91186641151,61720348-5807
EMP-00373,sade,Oduya,Female,27-Feb-98,sade.oduya@gtech-solutions.ng,0081-338-2994,Imo,LEGAL,Legal Officer,Contract,Active,30-Apr-19,,"??635,000",Polaris Bank,2531187247,B.Eng,6,7,Below Average,EMP-00455,Lagos Island,48130041691,N/A
EMP-01433,Segun,Fashola,male,10/18/1975,sfashola@g-tech.com.ng,0085-189-7167,Nasarawa,customer service,Customer Experience Officer,Contract,Active,1/11/2024,,92.0K,Ecobank,3386607475,B.A,10,15,Below Average,EMP-00257,Port Harcourt Branch,17791850641,71058297-9152
EMP-00166,TUNDE,GARBA,Male,5/4/1992,tgarba@gtechsolutions.ng,783064864,Anambra,MARKETING,Marketing Executive,PART-TIME,Active,25.09.2019,,408000 NGN,Zenith Bank,599566735,MBA,4,2,2,EMP-01261,VI Office,10922685926,99559917-5940
EMP-00745,kunle,Abdullahi,Mr,27-Jun-96,kunle@gtech-solutions.ng,0082-333-0598,Imo,Technology Dept,Product Manager,PT,Active,17-Dec-22,,"#666,000",UBA,4852067552,B.Sc,2,5,C,,Abuja Office,41382738688,41755400-3211
EMP-01315,DAPO,Ibrahim,Male,01.11.1986,dapo.ibrahim@gtechsolutions.ng,882331071,Osun,Operations,Process Analyst,contract,Terminated,8/11/2018,22-Mar-25,"N207,000",UBA,"4,088,172,950",B.Eng,12,2,5,EMP-00318,GRA PH,35342495015,32869433-9723
EMP-00520,KELECHI,Nzeka,MALE,3-Nov-83,kelechi_nzeka@gtechsol.ng,2.34E+12,Benue,legal,Company Secretary,FT,Active,4/18/2023,,232.0K,Fidelity Bank,2498667456,M.Sc,10+ years,0,2,EMP-00525,Port Harcourt Branch,23003607223,30607888-9666
EMP-01334,Chidi,Nzeka,male,5-Feb-80,chidi@g-tech.com.ng,841735180,Osun,Finance Dept,Treasury Officer,PT,Active,12/3/2021,,604000,FCMB,436606663,B.Sc,4,12,Excellent,EMP-01196,LAGOS HQ,40816723369,23402197-1716
EMP-00587, Toyin,H@run@,female,7/26/1995,toyin.haruna@g-tech.com.ng,903418817,Bayelsa,Human Resources,HR Business Partner,PT,Terminated,9/14/2021,18-Jan-24,"#289,000",FCMB,2438639839,B.Sc,22,5,Outstanding,EMP-01332,LAGOS HQ,68722037337,46217502-1872
EMP-00404, Tunde,Mohammed ,male,10-Jul-93,tmohammed@gtechsolutions.com.ng,2.34E+12,Lagos,Operations Dept,Operations Manager,Full Time,Active,6/7/2020,,183000,Stanbic IBTC,6840643166,B.A,15,7,N/A,EMP-01096,LAGOS HQ,23209140169,33513225-9458
EMP-00617,Nneka,Obi,female,07.05.1977,nneka@gtech-solutions.ng,2.34E+12,Bayelsa,Legal,Company Secretary,PART-TIME,Active,5/6/2019,,270.0K,Sterling Bank,348450056,B.Sc,16,0,Excellent,EMP-01146,Wuse II,9507933773,27472303-8804
EMP-00575,bola,Haruna,f,4/21/1990,bola@gtechsol.ng,2.34E+12,TBD,Legal,Legal Officer,part-time,Active,1/30/2018,,"#548,000",Fidelity Bank,1839534051,B.A,22,7,Meets Expectations,EMP-00981,lag hq,94336447026,75766986-7481
EMP-00010,Omowunmi,Okonkwo ,FEMALE,18/10/1979,omowunmi010@gtechsolutions.ng,2.34E+12,Imo,MARKETING,Digital Marketing Officer,Full Time,Active,1/22/2021,,"??144,000",Sterling Bank,"4,856,070,374",B.A,25,10,C,EMP-00168,lagos hq,53100330923,99853245-2874
EMP-00872, Uzoamaka,Okafor,Ms,11/6/1985,uzoamaka.okafor@gtechsol.ng,2.34E+11,Plateau,Human Resources Dept,HR Business Partner,FULL-TIME,Unknown,4/17/2024,,NGN 174000,FCMB,7565905805,HND,8,20,Good,EMP-01485,LAGOS HQ,20822044843,25061300-9041
EMP-00136, Onyinye,Ogund3l3,f,3-Oct-92,onyinye_ogundele@gtechsolutions.com.ng,+234 082 689 5814,Cross River,Sales,Sales Executive,FULL-TIME,Active,5/30/2023,,248.0K,Stanbic IBTC,"5,175,059,577",HND,23,7,1,EMP-00942,NULL,N/A,82296289-1507
EMP-00678,Toyin,Ogundele,female,17.03.1997,toyin.ogundele@gtechsolutions.ng,2.34E+12,Ogun,CUSTOMER SERVICE,CS Manager,Full-Time,Active,2/13/2025,,"??120,000",UBA,381743053,MBA,13,15,Needs Improvement,EMP-00731,VI Office,15107055705,TBD
EMP-00185, Rotimi,Mohammed ,M,24/05/1995,rotimi185@gtechsolutions.ng,2.34E+13,Abuja,legal,Compliance Officer,Contract,Active,8/14/2019,,"N695,000",GTBank,9817654910,OND,2,10,N/A,EMP-01120,GRA PH,91620223288,74487117-5751
EMP-00618,Funmilayo,Ogundimu ,female,21.09.1975,funmilayo.ogundimu@gtechsolutions.ng,0089-198-6368,Abuja,SUPPLY CHAIN,Supply Chain Analyst,PT,Active,2/7/2024,,120.0K,Zenith Bank,9705041243,M.Sc,11,21,D,EMP-00236,Ikeja,3230888060,47984879-2098
EMP-00613,ADEKUNLE,okafor,M,10/27/1994,adekunle.okafor@gtech-solutions.ng,0090-718-6497,Ogun,supply chain,Supply Chain Analyst,CONTR,Active,9/24/2019,,185.0K,Fidelity Bank,6195425171,MBA,21,5,Excellent,EMP-01016,lag hq,81973544252,73533443-9066
EMP-00018,S@d3,AJAYI,Ms,27-Aug-98,sade018@gtechsol.ng,707640518,Imo,technology,Data Analyst,CONTRACT,Active,10.01.2022,,"??552,000",Polaris Bank,145807231,Not Available,3,12,N/A,EMP-01105,VI Office,42474517123,TBD
EMP-00869, Titi,Akintola,f,23-Oct-95,takintola@gtechsol.ng,2.34E+12,Osun,Supply Chain Dept,Logistics Coordinator,Contract,Active,30/05/2025,,NGN 154000,Fidelity Bank,471811248,MBA,15,2,2,EMP-00867,Lekki,98910504596,23688975-8410
EMP-01337,Yinka ,Obi ,F,09.10.1994,yinka@g-tech.com.ng,2.34E+12,Lagos,Supply_Chain,Warehouse Manager,part-time,Active,9/7/2023,,"??366,000",Sterling Bank,5671489263,Ph.D,11,N/A,A,EMP-01271,Lagos - Head Office,35416785304,62034970-8623
EMP-00607,emeka,Suleiman,m,18-Aug-92,esuleiman@gtechsol.ng,+234 078 809 1002,Rivers,Operations,Process Analyst,Full-Time,Active,1/8/2023,,"??375,000",FCMB,"2,085,884,104",SSCE,24,10,Good,EMP-00136,TBD,1041313555,71097922-5971
EMP-01037,Niyi,Okwu,male,10-Dec-77,nokwu@gtechsolutions.com.ng,2.34E+13,Ekiti,legal,Compliance Officer,CONTRACT,Terminated,3/11/2025,4/14/2025,569.0K,Access Bank,649788194,B.Sc,4,2,A,EMP-00931,Wuse II,74922396652,59079506-2721
EMP-00882,Shade, Suleiman,Female,4-Sep-99,shade_suleiman@g-tech_com_ng,2.34E+12,Plateau,Technology,DevOps Engineer,CONTR,Active,30/01/2023,,691000 NGN,Ecobank,7562709235,HND,6,14,Outstanding,EMP-00351,,29596351875,59155421-4340
EMP-00510,CHUKWUEMEKA, Adeleke,Male,02.09.1978,chukwuemeka_adeleke@gtechsol.ng,2.34E+12,Osun,OPERATIONS,Process Analyst,Full-Time,Active,3/6/2023,,"#149,000",N/A,2687433681,B.Sc,3,21,Below Average,EMP-01189,GRA PH,,N/A
EMP-00595,Dotun ,Oduya,Mr,2/4/1979,dotun_oduya@gtech-solutions.ng,2.34E+12,Lagos,Operations Dept,Facilities Manager,PART-TIME,Terminated,24.07.2023,17-Nov-23,252.0K,Fidelity Bank,7545026818,B.A,6,12,Below Average,EMP-00755,lag hq,97489250075,72676402-5352
EMP-01241,Chidi,Lawal ,m,10/7/1998,clawal@gtechsolutions.com.ng,0073-255-7052,Nasarawa,HUMAN RESOURCES,Recruitment Specialist,CONTRACT,Active,4/8/2018,,298.0K,Polaris Bank,8807388439,Ph.D,8,14,D,EMP-01361,Port Harcourt Branch,6706250917,92705670-3748
EMP-01000,Oluwatobi,adewale,Mr,11-Apr-81,oluwatobi.adewale@gtechsol.ng,2.34E+12,Kano,Marketing Dept,Marketing Analyst,Full Time,Suspended,12/10/2019,,329000 NGN,N/A,7160388042,B.Sc,n/a,5,Average,EMP-01025,Abuja Office,79666783031,n/a
EMP-01263,adaeze, Yusuf,F,5/5/1980,adaeze_yusuf@gtechsolutions.com.ng,2.34E+12,Benue,Legal Dept,Legal Officer,part-time,Active,22-Jul-18,,548000 NGN,Fidelity Bank,981698141,B.Sc,15,7,Needs Improvement,EMP-01327,lagos hq,1482923792,86865743-7244
EMP-00696,Dapo,Okwu ,Mr,23/12/1980,dapo_okwu@g-tech.com.ng,801337833,Benue,Human Resources,HR Officer,FT,Active,2/18/2022,,371000,Fidelity Bank,201681407,MBA,14,21,D,EMP-01314,lagos hq,66609797855,17415365-5789
EMP-01085,kelechi,Mus@,male,12-Aug-82,kelechi@gtech-solutions.ng,761950420,Abuja,Customer Service Dept,Customer Service Rep,Part-Time,Active,9-Apr-23,,"N203,000",GTBank,3807300551,TBD,9,15,D,EMP-00761,Abuja Office,55172864213,25264369-8867
EMP-00717,TAIWO,Akintola,F,12/22/1997,taiwo_akintola@gtechsolutions.ng,2.34E+12,Rivers,Supply Chain,Warehouse Manager,FT,Suspended,9/10/2021,,189000,Stanbic IBTC,2234753324,MBA,17,2,Average,EMP-00305,VI Office,13301075350,44914574-7635
EMP-00807,Bisi, Obiora,f,13.08.1984,bisi807@g-tech.com.ng,2.34E+12,Enugu,Customer Service,Customer Service Rep,PART-TIME,Active,3/7/2020,,226000,Keystone Bank,596176275,B.Sc,17,20,Average,EMP-00849,Port Harcourt Branch,79005312605,NIL
EMP-00559,Rotimi,Suleiman,MALE,01.12.1998,rsuleiman@gtechsolutions.ng,0089-117-4089,Ekiti,Legal Dept,Compliance Officer,FULL-TIME,Active,1/29/2019,,"N217,000",First Bank,5575479555,B.Eng,9,14,Excellent,EMP-01016,Lekki,58104573466,50285056-5176
EMP-00941,Titi,Abdullahi,F,14.10.1980,titi@g-tech.com.ng,2.34E+11,Imo,supply chain,Logistics Coordinator,CONTR,Active,3/5/2020,,347000 NGN,Zenith Bank,2780954198,B.Eng,24,10,Outstanding,EMP-00336,Lagos - Head Office,5087550562,81709126-2316
EMP-01496,Femi,Adewale,MALE,11/10/1994,femi.adewale@gtechsol.ng,743203660,Ekiti,Legal Dept,Legal Manager,Full Time,Terminated,26-Jan-22,2/18/2024,285.0K,Ecobank,7794177751,MBA,22,15,Outstanding,EMP-01158,Port Harcourt Branch,14022680814,43156217-6269
EMP-01461,Kayode,Haruna,Male,9/18/1989,kayode461@gtech-solutions.ng,2.34E+12,Kano,Operations Dept,Operations Manager,CONTRACT,Active,22/10/2019,,356000,Access Bank,6706612196,B.Sc,3years,12,,#N/A,NIL,47163441513,23003296-3533
EMP-00340,Amaka ,Nzeka ,Ms,4/1/2000,anzeka@gtechsolutions.com.ng,764372922,Bayelsa,OPERATIONS,Facilities Manager,Full-Time,Terminated,1/11/2023,2/26/2025,191000 NGN,UBA,710797739,MBA,22,15,Excellent,EMP-00875,Ikeja,55302453012,88077298-5232
EMP-00132,Kemi,Ogundimu,female,12/19/2000,kemi.ogundimu@g-tech.com.ng,2.34E+12,Abuja,Customer Service Dept,Customer Service Rep,full-time,Inactive,20.04.2025,,"#194,000",Fidelity Bank,7474660539,B.Sc,7,12,Outstanding,EMP-00844,Lagos HQ,27371586988,45392370-9172
EMP-00060,Kemi,Babatunde,F,12/14/1983,kbabatunde@gtechsolutions.com.ng,2.34E+12,Edo,Legal,Compliance Officer,part-time,Terminated,7/7/2023,14/11/2023,697000,Access Bank,8703676933,Ph.D,17,0,5,,VI Office,45786103579,73697356-6730
EMP-01469,Ngozi,Adewale,Female,07.05.1992,nadewale@gtechsol.ng,702098404,Anambra,Sales,Business Development Officer,PT,Active,7/6/2024,,"??150,000",Keystone Bank,367786625,Ph.D,2,12,5,EMP-00768,LAGOS HQ,4667464932,60537008-6095
EMP-00805, Adebayo,NWOSU,M,16-Oct-99,anwosu@gtechsolutions.ng,2.34E+13,Enugu,customer service,CS Team Lead,contract,Terminated,28-Feb-18,2-Oct-19,91.0K,Ecobank,"7,271,526,956",B.Sc,13,TBD,B,EMP-01026,Port Harcourt Branch,48713000255,96043550-5342
EMP-00840,Nike ,Okafor,FEMALE,2/4/1978,nike840@gtech-solutions.ng,2.34E+13,Kano,TECHNOLOGY,IT Support,FT,Active,11/12/2024,,"#382,000",Zenith Bank,2913192370,B.Sc,14,21,Average,EMP-01305,Abuja Office,33016796556,42982298-4059
EMP-01236,Dele,Ogundimu,Male,27-Jan-80,dele236@gtech-solutions.ng,2.34E+12,Enugu,Human_Resources,Recruitment Specialist,FT,Active,6/14/2022,,327.0K,Polaris Bank,8476140933,M.Sc,21,12,Below Average,EMP-01353,VI Office,#N/A,68178311-8886
EMP-00693,Chioma,Chukwu,Female,4/15/1993,chioma_chukwu@g-tech.com.ng,2.34E+12,Nasarawa,Sales,Sales Manager,Contractor,On Leave,27-Mar-24,,"N335,000",Access Bank,1467603068,SSCE,9,14,5,EMP-01183,Port Harcourt Branch,62819150237,83741256-9171
EMP-00069,Adebayo,FASHOLA,MALE,26.07.1987,adebayo069@gtech-solutions.ng,824986190,#N/A,human resources,HR Business Partner,contract,Terminated,20.04.2024,16.04.2025,417.0K,Fidelity Bank,8791183272,B.Sc,24,10,Average,EMP-00356,Abuja Office,64842294057,30777669-1654
EMP-01404, Sola,Nzeka ,Male,11/7/1996,nzeka.sola@gtech-solutions.ng,2.34E+12,Osun,Executive,Chief Financial Officer,CONTRACT,Terminated,7/11/2021,2/7/2024,1504000,Access Bank,726126583,OND,23,14,Exceeds Expectations,,Lagos HQ,70502119250,59641246-9373
EMP-00042,Toyin,OBI,f,8/16/1983,toyin042@gtech-solutions.ng,2.34E+12,Edo,Finance,Internal Auditor,Full-Time,Active,27-Oct-21,,"N494,000",Access Bank,5714524551,OND,21,14,Below Average,EMP-00632,Lagos - Head Office,NIL,22490873-6315
EMP-01229,Segun ,ADEYEMI,Mr,6-Oct-98,segun229@g-tech.com.ng,2.34E+12,Benue,Executive Dept,Chief Technology Officer,Part Time,Active,4/13/2019,,"??2,725,000",Ecobank,3231811280,MBA,4,0,Exceeds Expectations,,VI Office,16815736640,91744327-7837
EMP-00451,BISI,Adeyemi,Ms,12.04.1990,adeyemi.bisi@gtech-solutions.ng,855290138,Rivers,Marketing Dept,Content Strategist,PT,Active,13-Sep-24,,"#338,000",Ecobank,8570481902,Ph.D,9,10,4,EMP-00724,Lekki,67366485320,71837216-8745
EMP-00279,Ronke,obi,FEMALE,4/26/1998,ronke.obi@gtechsolutions.com.ng,+234 081 426 0298,Ogun,Legal,Legal Officer,Full-Time,On Leave,4/18/2020,,"N306,000",Access Bank,3744833247,Ph.D,7,12,Good,EMP-00072,Abuja Office,98756178688,11432363-4028
EMP-01176,babatunde,Chukwu ,M,8/9/1978,bchukwu@gtech-solutions.ng,+234 070 777 5255,#N/A,technology,Product Manager,part-time,Terminated,10/14/2021,5/26/2024,"??681,000",Zenith Bank,5318082411,B.Eng,13,NULL,B,EMP-01498,Lagos Island,51176612476,84046858-6341
EMP-01134,Oluwatobi,ADESANYA,male,4/22/1987,oadesanya@gtech-solutions.ng,2.34E+12,Imo,Supply_Chain,Supply Chain Analyst,FULL-TIME,Active,11/13/2023,,309000,UBA,8959058410,B.Eng,11,14,Good,EMP-01394,Lagos HQ,27723657614,68046813-7737
EMP-01493,Nneka,Mohammed,F,9/8/1981,nneka.mohammed@gtechsolutions.ng,2.34E+13,,Marketing,Brand Manager,Part Time,Active,28-Jan-19,,NGN 268000,First Bank,8476141932,B.A,7,12,C,EMP-01446,Ikeja,7923595510,54126403-5174
